0.000000 0.000000
0.000012 0.015075
0.000048 0.030151
0.000107 0.045226
0.000190 0.060301
0.000297 0.075376
0.000428 0.090451
0.000583 0.105525
0.000761 0.120600
0.000963 0.135674
0.001189 0.150748
0.001439 0.165821
0.001712 0.180894
0.002009 0.195966
0.002330 0.211038
0.002674 0.226110
0.003042 0.241180
0.003434 0.256251
0.003849 0.271320
0.004287 0.286389
0.004750 0.301458
0.005235 0.316525
0.005744 0.331592
0.006277 0.346658
0.006833 0.361723
0.007412 0.376787
0.008015 0.391851
0.008641 0.406913
0.009290 0.421974
0.009962 0.437035
0.010658 0.452094
0.011376 0.467152
0.012118 0.482209
0.012883 0.497265
0.013670 0.512320
0.014481 0.527374
0.015314 0.542426
0.016171 0.557477
0.017050 0.572527
0.017951 0.587575
0.018876 0.602622
0.019823 0.617668
0.020792 0.632712
0.021784 0.647755
0.022798 0.662796
0.023835 0.677836
0.024894 0.692874
0.025975 0.707910
0.027078 0.722945
0.028203 0.737979
0.029350 0.753010
0.030519 0.768040
0.031710 0.783069
0.032923 0.798095
0.034157 0.813120
0.035413 0.828143
0.036691 0.843164
0.037990 0.858183
0.039310 0.873201
0.040652 0.888216
0.042014 0.903230
0.043398 0.918242
0.044803 0.933251
0.046229 0.948259
0.047675 0.963265
0.049142 0.978269
0.050630 0.993271
0.052139 1.008270
0.053668 1.023268
0.055217 1.038264
0.056786 1.053257
0.058376 1.068248
0.059986 1.083238
0.061615 1.098225
0.063265 1.113209
0.064934 1.128192
0.066623 1.143173
0.068331 1.158151
0.070059 1.173127
0.071806 1.188101
0.073572 1.203072
0.075357 1.218042
0.077162 1.233009
0.078985 1.247973
0.080826 1.262936
0.082687 1.277896
0.084566 1.292854
0.086463 1.307809
0.088379 1.322762
0.090313 1.337713
0.092264 1.352662
0.094234 1.367608
0.096221 1.382552
0.098226 1.397493
0.100249 1.412432
0.102289 1.427369
0.104346 1.442303
0.106420 1.457235
0.108511 1.472165
0.110620 1.487092
0.112744 1.502017
0.114886 1.516940
0.117044 1.531860
0.119218 1.546777
0.121409 1.561693
0.123615 1.576606
0.125837 1.591517
0.128076 1.606425
0.130329 1.621331
0.132599 1.636234
0.134883 1.651136
0.137183 1.666035
0.139498 1.680931
0.141828 1.695825
0.144172 1.710717
0.146531 1.725607
0.148905 1.740494
0.151293 1.755379
0.153695 1.770262
0.156111 1.785143
0.158541 1.800021
0.160985 1.814897
0.163442 1.829771
0.165913 1.844642
0.168397 1.859512
0.170894 1.874379
0.173404 1.889244
0.175927 1.904107
0.178462 1.918967
0.181010 1.933826
0.183570 1.948682
0.186142 1.963536
0.188727 1.978389
0.191323 1.993239
0.193930 2.008087
0.196550 2.022933
0.199180 2.037777
0.201822 2.052619
0.204475 2.067459
0.207139 2.082297
0.209813 2.097134
0.212498 2.111968
0.215193 2.126801
0.217899 2.141631
0.220614 2.156460
0.223339 2.171287
0.226074 2.186112
0.228819 2.200936
0.231573 2.215757
0.234336 2.230577
0.237108 2.245396
0.239888 2.260212
0.242678 2.275027
0.245476 2.289841
0.248282 2.304653
0.251096 2.319463
0.253919 2.334272
0.256749 2.349079
0.259586 2.363885
0.262432 2.378690
0.265284 2.393493
0.268143 2.408294
0.271010 2.423095
0.273883 2.437894
0.276763 2.452692
0.279649 2.467488
0.282541 2.482284
0.285439 2.497078
0.288343 2.511871
0.291253 2.526663
0.294168 2.541453
0.297089 2.556243
0.300014 2.571032
0.302945 2.585820
0.305880 2.600607
0.308820 2.615393
0.311764 2.630178
0.314713 2.644962
0.317665 2.659745
0.320622 2.674528
0.323582 2.689310
0.326545 2.704091
0.329512 2.718872
0.332482 2.733652
0.335455 2.748431
0.338431 2.763210
0.341409 2.777988
0.344390 2.792766
0.347373 2.807543
0.350357 2.822320
0.353344 2.837097
0.356333 2.851873
0.359322 2.866649
0.362313 2.881424
0.365306 2.896200
0.368299 2.910975
0.371293 2.925750
0.374287 2.940525
0.377282 2.955300
0.380277 2.970075
