0.000000 0.000000
0.000036 0.015075
0.000143 0.030150
0.000321 0.045225
0.000571 0.060298
0.000891 0.075370
0.001283 0.090440
0.001745 0.105508
0.002278 0.120574
0.002880 0.135638
0.003553 0.150698
0.004294 0.165755
0.005105 0.180809
0.005984 0.195858
0.006931 0.210904
0.007945 0.225945
0.009026 0.240982
0.010173 0.256013
0.011386 0.271040
0.012663 0.286061
0.014005 0.301077
0.015410 0.316086
0.016877 0.331090
0.018406 0.346088
0.019995 0.361079
0.021645 0.376064
0.023353 0.391042
0.025119 0.406014
0.026942 0.420979
0.028821 0.435936
0.030755 0.450887
0.032742 0.465831
0.034782 0.480768
0.036873 0.495697
0.039015 0.510620
0.041205 0.525535
0.043443 0.540444
0.045728 0.555345
0.048057 0.570239
0.050431 0.585126
0.052847 0.600007
0.055304 0.614881
0.057801 0.629748
0.060337 0.644609
0.062909 0.659463
0.065517 0.674311
0.068158 0.689153
0.070833 0.703989
0.073538 0.718820
0.076273 0.733645
0.079036 0.748465
0.081825 0.763280
0.084640 0.778091
0.087477 0.792897
0.090337 0.807698
0.093216 0.822496
0.096114 0.837290
0.099030 0.852081
0.101960 0.866869
0.104904 0.881654
0.107861 0.896437
0.110827 0.911217
0.113803 0.925996
0.116786 0.940773
0.119774 0.955550
0.122766 0.970325
0.125761 0.985100
0.128756 0.999875
0.131749 1.014650
0.134740 1.029426
0.137727 1.044202
0.140708 1.058980
0.143681 1.073759
0.146644 1.088541
0.149596 1.103324
0.152536 1.118110
0.155462 1.132899
0.158372 1.147691
0.161264 1.162486
0.164137 1.177285
0.166989 1.192088
0.169819 1.206896
0.172625 1.221707
0.175406 1.236524
0.178160 1.251346
0.180885 1.266173
0.183580 1.281005
0.186244 1.295844
0.188874 1.310688
0.191471 1.325538
0.194031 1.340394
0.196553 1.355257
0.199037 1.370126
0.201481 1.385002
0.203883 1.399885
0.206242 1.414775
0.208557 1.429671
0.210826 1.444575
0.213048 1.459486
0.215223 1.474403
0.217347 1.489328
0.219422 1.504260
0.221444 1.519199
0.223414 1.534146
0.225329 1.549099
0.227190 1.564059
0.228994 1.579026
0.230741 1.594000
0.232430 1.608980
0.234059 1.623967
0.235629 1.638961
0.237137 1.653960
0.238584 1.668966
0.239967 1.683978
0.241288 1.698995
0.242544 1.714018
0.243734 1.729046
0.244860 1.744080
0.245919 1.759118
0.246910 1.774161
0.247835 1.789208
0.248691 1.804259
0.249479 1.819313
0.250197 1.834372
0.250846 1.849433
0.251426 1.864497
0.251935 1.879564
0.252373 1.894633
0.252741 1.909704
0.253038 1.924776
0.253264 1.939850
0.253419 1.954925
0.253502 1.970000
0.253514 1.985075
0.253454 2.000150
0.253324 2.015225
0.253122 2.030299
0.252848 2.045372
0.252504 2.060443
0.252089 2.075513
0.251603 2.090581
0.251047 2.105646
0.250421 2.120708
0.249726 2.135767
0.248961 2.150823
0.248128 2.165876
0.247226 2.180924
0.246257 2.195968
0.245220 2.211008
0.244117 2.226043
0.242948 2.241073
0.241713 2.256098
0.240415 2.271117
0.239052 2.286131
0.237626 2.301138
0.236138 2.316140
0.234589 2.331136
0.232980 2.346125
0.231310 2.361107
0.229583 2.376084
0.227797 2.391053
0.225956 2.406015
0.224058 2.420971
0.222107 2.435919
0.220102 2.450861
0.218045 2.465795
0.215936 2.480722
0.213779 2.495642
0.211572 2.510555
0.209318 2.525461
0.207019 2.540360
0.204674 2.555252
0.202286 2.570137
0.199856 2.585016
0.197386 2.599887
0.194876 2.614752
0.192328 2.629611
0.189744 2.644463
0.187124 2.659309
0.184472 2.674149
0.181787 2.688983
0.179071 2.703812
0.176327 2.718636
0.173555 2.733454
0.170757 2.748268
0.167935 2.763076
0.165090 2.777881
0.162224 2.792681
0.159338 2.807478
0.156434 2.822271
0.153513 2.837061
0.150578 2.851847
0.147629 2.866632
0.144669 2.881414
0.141700 2.896194
0.138721 2.910972
0.135737 2.925749
0.132747 2.940525
0.129754 2.955300
0.126759 2.970075
